889,1045,280,Guillermo Bagnato,Business Development,Female,4,3,6.9,6,131391,USD,3,73.2753067847984,1,43.1825292032845,1232,2,1,2
890,2367,288,Guillermo Lizarzuay,Business Development,Female,4,3,6.69,6,124377,USD,3,77.7916477928271,1,45.7075638419917,1233,2,1,2
891,1848,264,Guillermo Moral,Legal,Male,4,3,1.65,6,124705,USD,4,79.4718008193125,1,38.9972135983114,1234,5,2,2
892,176782,258,Guillermo Vega,Product Management,Male,4,3,1.71,6,122649,USD,3,74.4576531384734,1,39.8051002335468,1235,7,2,2
893,1274,288,Gustavo Finamore,Engineering,Male,4,3,1.22,6,129892,USD,3,89.0489805151404,1,46.0478182152452,1238,3,2,2
894,919,264,Gustavo Gelape,Engineering,Female,4,3,4.07,6,98555,USD,2,56.4563455082008,1,39.5230959543331,1239,3,1,2
895,1285,258,Gustavo Lugones,Support,Female,4,3,0.92,6,106310,USD,2,81.5473888798055,1,34.142468873909,1240,11,1,2
896,2296,258,Gustavo Souza,Product Management,Male,4,3,1.75,6,138889,USD,3,66.2848735790805,1,41.6145264164104,1241,7,2,2
897,47,250,Guy Helson,Engineering,Male,4,3,0.92,6,116789,USD,2,90.8717598032487,1,40.0525399981631,1242,3,2,2
898,3744,288,Habibatou Magassa,Product Management,Female,4,3,6.11,6,139050,USD,2,55.132030903889,1,49.9936961765567,1245,7,1,2
899,417,285,Haider Muhdi,Training,Male,4,3,2.23,6,96461,USD,3,94.7927369271421,1,45.8946902911535,1246,12,2,2
900,28349,258,Hailan Piao,Marketing,Female,4,3,0.27,6,109128,USD,3,91.7859189332957,1,42.3467691662548,1247,6,1,2
901,1068,288,Hakhamanesh Mashayekhi,Marketing,Male,4,3,1.02,6,92765,USD,2,85.9662681824195,1,50.3300302610123,1248,6,2,2
902,1722,250,Haley Rasmussen,Business Development,Female,4,3,1.32,6,116356,USD,3,82.0782165000168,1,32.4535508961957,1252,2,1,2
903,214987,265,Han Hu,Engineering,Male,4,3,2.0,6,136051,USD,3,73.5817414941438,1,31.7811909165441,1256,3,2,2
904,2210,249,Han Myung Song,Human Resources,Male,4,3,12.52,6,131488,USD,3,56.4888488951387,1,49.3601309677763,1257,4,2,2
905,13538,285,Hana Newman,Legal,Male,4,3,17.33,6,127094,USD,2,80.713570592331,1,66.1240595386719,1258,5,2,2
906,1229,264,Hanan Belarbi,Engineering,Female,4,3,3.11,6,110152,USD,4,84.153646280132,1,42.9008979323377,1259,3,1,2
907,640,264,Han-Chin Lee,Human Resources,Female,4,3,3.12,6,122208,USD,3,90.2476366408847,1,41.756996011467,1260,4,1,2
908,1983,250,Hande Cinar,Services,Female,4,3,1.8,6,94959,USD,3,84.8625902318764,1,44.911370162285,1261,10,1,2
909,94697,258,Hanna Elliott,Research and Development,Male,4,3,1.06,6,116564,USD,2,60.6033845312303,1,60.7332353032798,1262,8,2,2
910,22948,258,Hanna Kang-Brown,Accounting,Female,4,3,4.13,6,132925,USD,4,91.1262020224336,1,29.4240783473722,1263,1,1,2
911,985,258,Hannah Forbes,Research and Development,Female,4,3,2.8,6,110947,USD,4,69.6531663658272,1,34.9776387474391,1264,8,1,2
912,26,258,Hannah Gargulak,Accounting,Male,4,3,1.62,6,89578,USD,4,75.2396398671563,1,46.2633227944717,1265,1,2,2
913,70395,258,Hannah Smith,Accounting,Male,4,3,0.71,6,106494,USD,4,71.2133679620797,1,38.2453184865308,1266,1,2,2
914,8855,264,Hannah Swanston,Accounting,Male,4,3,4.01,6,114822,USD,2,88.6909420490669,1,37.0704414510104,1267,1,2,2
915,446,251,Hanne Vaughn,Product Management,Female,4,3,1.81,6,113407,USD,3,82.5739940391469,1,39.0357167516427,1268,7,1,2
916,1968,264,Hans Janowitz,Legal,Male,4,3,2.09,6,123336,USD,3,84.1843278713968,1,34.4953787266279,1269,5,2,2
917,647,264,Harris Baum,Marketing,Female,4,3,2.06,6,101669,USD,4,73.7460501545093,1,42.8834269581892,1272,6,1,2
918,47634,250,Harrison Kaminsky,Human Resources,Male,4,3,1.62,6,83613,USD,3,33.6526442163088,1,61.3475126471789,1273,4,2,2
919,1941,258,Harrison Luongtran,Product Management,Male,4,3,0.79,6,108780,USD,5,85.4672864681587,1,32.5874108138094,1274,7,2,2
920,2689,264,Harry Mayes,Marketing,Female,4,3,2.84,6,105384,USD,3,91.55768249449,1,46.3580193864564,1275,6,1,2
921,805,250,Harry Peacham,Services,Female,4,3,0.71,6,89657,USD,3,65.7143267504074,1,35.2655265172037,1276,10,1,2
922,123238,253,Harvey Choi,Engineering,Male,4,3,0.37,6,125706,USD,2,64.277308224226,1,40.1768106030752,1278,3,2,2
923,493,280,Hassane Fall,Services,Male,4,3,10.55,6,126090,USD,3,43.5709566418957,1,31.5627603126277,1281,10,2,2
924,14453,288,Hawmi Guillebeaux,Services,Female,4,3,6.59,6,108485,USD,3,65.83596159191,1,44.0048145135843,1285,10,1,2
925,1113,248,Heather Hardy,Research and Development,Male,4,3,1.04,6,123766,USD,3,31.066771973995,1,47.2662326314411,1288,8,2,2
926,797,264,Heather Velez,Support,Female,4,3,4.11,6,122145,USD,3,86.8027561352527,1,35.7403531451944,1289,11,1,2
825,32915,249,Frederico Felix,Accounting,Female,7,1,3.53,6,101016,BRL,3,74.4123557155199,1,57.7039485846436,1128,1,1,1
826,745,297,Gabe Dreyer,Marketing,Female,7,1,2.08,6,82871,BRL,3,87.8847467660566,1,45.2786666079089,1132,6,1,1
827,1808,288,Gabriel Berta,Research and Development,Female,7,1,6.22,6,118618,BRL,3,68.8433277283268,1,46.8122839451432,1134,8,1,1
828,723,297,Gabriel Cheung,Legal,Female,7,1,0.2,6,77840,BRL,4,90.5511990611884,1,44.2501457267538,1135,5,1,1
829,3407,297,Gabriel Monteiro,Accounting,Female,7,1,0.52,6,91599,BRL,3,43.3981446392435,1,40.8083925654818,1136,1,1,1
830,4355,297,Gabriel Ochiuto,Accounting,Female,7,1,0.5,6,108197,BRL,3,76.1326794155232,1,49.5511247948978,1137,1,1,1
831,6695,249,Gabriel Towles,Support,Male,7,1,0.52,6,118932,BRL,4,75.6621236293044,1,45.8021576516051,1138,11,2,1
832,1289,43,Gabriela Kuhl,Support,Female,7,1,1.27,6,64312,BRL,3,94.9753340680993,1,53.530181647111,1139,11,1,1
833,373,267,Gabriela Laguna,Support,Male,7,1,4.45,6,62261,BRL,3,74.5458488684296,1,61.7689494035208,1140,11,2,1
834,96357,288,Gabriela Simao,Services,Female,2,2,4.22,6,235625,GBP,4,44.0019382198712,1,59.7371147065178,1141,10,1,3
835,235726,288,Gaetano Del Gaiso,Human Resources,Female,2,2,2.54,6,193921,GBP,3,58.5792267839738,1,54.3292891628301,1142,4,1,3
836,1167,269,Gage Young,Business Development,Female,2,2,2.9,6,127423,GBP,3,40.2416245355947,1,63.4626285019124,1144,2,1,3
837,1312,250,Garo Moumdjian,Sales,Male,2,2,1.85,6,91625,GBP,3,70.9826774620124,1,43.5783482903534,1147,9,2,3
838,1146,250,Garrick Peterson,Services,Male,2,2,2.06,6,65958,GBP,2,56.5923053901915,1,47.8200540817895,1148,10,2,3
839,104,258,Gary Cadogan,Business Development,Female,2,2,2.06,6,73134,GBP,2,89.5548483066574,1,45.8360383718574,1150,2,1,3
840,272,250,Gary French,Support,Male,2,2,1.45,6,61301,GBP,3,55.7089727830614,1,45.6181176436868,1151,11,2,3
841,162599,258,Gaston Gordin,Legal,Female,2,2,1.46,6,61003,GBP,2,41.9294808230196,1,56.7535822796085,1153,5,1,3
842,8270,250,Gavin Guerra,Legal,Female,2,2,1.46,6,80935,GBP,4,65.3833144059061,1,63.6056344011811,1154,5,1,3
843,66726,286,Gavin Leader,Sales,Male,2,2,6.71,6,70711,GBP,3,86.2428580831158,1,42.8595271258014,1155,9,2,3
844,1267,258,Gavin Shapiro,Legal,Male,2,2,3.46,6,78168,GBP,3,50.2821473495928,1,39.1883676527522,1156,5,2,3
845,360,289,Gemma Hall,Accounting,Female,2,2,0.3,6,55571,GBP,4,56.7379654151173,1,41.968243802876,1159,1,1,3
846,189267,291,Gene Freeman,Business Development,Female,2,2,1.16,6,62898,GBP,3,59.7154455180324,1,40.5616839766443,1160,2,1,3
847,211,248,Gene Lu,Accounting,Female,2,2,1.21,6,63084,GBP,3,59.5152535767882,1,37.19803192169,1161,1,1,3
848,22775,289,Gene Perelson,Marketing,Female,2,2,1.52,6,54362,GBP,5,66.9915637165843,1,70.902204123732,1162,6,1,3
849,274,264,Genevieve Hoey,Marketing,Male,2,2,2.31,6,55859,GBP,2,50.8834124754254,1,44.8062098187141,1163,6,2,3
850,148742,264,Georgia Head,Sales,Male,2,2,3.26,6,57869,GBP,2,72.1144183392153,1,45.946945971993,1167,9,2,3
851,26450,264,Georgia Newton,Engineering,Male,2,2,4.47,6,46935,GBP,3,66.0336318428837,1,53.8656794897223,1168,3,2,3
852,718,297,Georgia Novaes,Human Resources,Male,2,2,3.3,6,48727,GBP,3,86.1484888437671,1,41.4032622415636,1169,4,2,3
853,744,258,Georgios Cherouvim,Sales,Male,2,2,4.99,6,48190,GBP,2,71.5460464295458,1,51.5957832742946,1170,9,2,3
854,126013,258,Gera Frascaroli,Services,Male,0,3,0.31,6,126283,USD,3,89.4332614951159,1,37.2050630969685,1171,10,2,2
855,2411,250,Geraldine Szabo,Legal,Male,0,3,0.31,6,124962,USD,3,58.4115791540417,1,51.2736522275736,1173,5,2,2
856,762,264,Gerson Lima,Accounting,Male,0,3,2.86,6,93235,USD,4,79.4327852040037,1,28.6063814909521,1175,1,2,2
857,1179,288,Giacomo Groff,Marketing,Female,0,3,5.46,6,89997,USD,4,35.5542933425925,1,42.2217241001038,1177,6,1,2
858,13217,250,Gillian Newman,Accounting,Female,0,3,1.53,6,97016,USD,4,90.1087898601118,1,43.6559524230379,1181,1,1,2
859,62931,248,Gina Chang,Engineering,Male,0,3,1.37,6,84693,USD,2,81.5682433281635,1,43.4772079157301,1182,3,2,2
860,86,289,Ginah Kim,Accounting,Male,0,3,1.86,6,87249,USD,4,82.6179204408901,1,53.0650408348055,1183,1,2,2
861,2017,289,Gisele Nunes,Product Management,Male,0,3,2.63,6,59873,USD,2,75.1115417399393,1,53.1929133283914,1188,7,2,2
862,743,268,Gisele Santos,Support,Female,1,3,2.15,6,114535,USD,2,77.3838214789552,1,33.6408645663295,1189,11,1,2
863,8822,261,Giselle Quiroz,Business Development,Female,1,3,0.31,6,122202,USD,2,75.2975366979655,1,55.5115341461826,1190,2,1,2
864,66532,289,Glaucia Guerra,Sales,Male,1,3,3.0,6,90882,USD,3,70.5431044779184,1,55.4942798156328,1192,9,2,2
865,1509,288,Glynis Myers,Services,Female,1,3,0.91,6,105648,USD,3,84.6539271875105,1,43.275944187142,1195,10,1,2
866,68798,258,Gokhan Sivrikaya,Human Resources,Female,1,3,0.36,6,73788,USD,4,75.4322762622333,1,60.4580852015877,1198,4,1,2
867,8854,278,Gonzalo Millan,Engineering,Male,1,3,2.32,6,57613,USD,3,85.2559052180142,1,41.7370058965244,1200,3,2,2
868,120,248,Grace Gutierrez,Product Management,Male,1,3,2.61,6,75692,USD,3,40.5043664978709,1,60.527485957019,1201,7,2,2
869,10,250,Grace Liu,Human Resources,Female,3,3,0.25,6,161301,USD,3,77.3580188435086,1,58.8926452002008,1202,4,1,2
870,4217,288,Grace Moore,Marketing,Female,3,3,4.3,6,99984,USD,4,81.7058254848218,1,39.5527649830891,1203,6,1,2
871,571,248,Grace Taylor,Legal,Male,3,3,1.12,6,127082,USD,3,72.1966002012117,1,61.0616000415291,1204,5,2,2
872,444,258,Grace Wang,Services,Male,3,3,1.18,6,133472,USD,3,67.1492509860561,1,41.441360148656,1205,10,2,2
873,115,284,Graham Heath,Business Development,Male,3,3,4.46,6,87934,USD,3,75.0302032580248,1,34.7746951573377,1206,2,2,2
874,698,264,Grant Duncan,Services,Female,3,3,2.49,6,79314,USD,3,74.7331577284948,1,55.0056814811461,1207,10,1,2
875,54205,258,Grant Pilon,Services,Female,3,3,0.04,6,121003,USD,4,66.3677654943341,1,48.2104320316584,1209,10,1,2
876,1580,252,Greg Strickland,Product Management,Female,3,3,1.1,6,73787,USD,4,65.2704804775712,1,54.4724397764482,1210,7,1,2
877,609,291,Gregg DellaRocca,Support,Male,4,3,14.69,6,176848,USD,2,44.4103832813432,1,50.6404890443204,1211,11,2,2
878,141737,291,Gregory Siegal,Research and Development,Male,4,3,2.76,6,200051,USD,2,68.7755935887086,1,27.6374272041323,1214,8,2,2
879,620,285,Gretel Oehme,Product Management,Female,4,3,1.79,6,179080,USD,1,70.5106566607326,1,31.7135173719694,1216,7,1,2
880,1881,268,Guadalupe Gonzalez,Services,Male,4,3,1.32,6,132184,USD,3,68.8121718407959,1,36.5007538489104,1221,10,2,2
881,14080,291,Guadalupe Vilches,Product Management,Male,4,3,2.31,6,135705,USD,2,79.3141419907976,1,47.9254781651115,1222,7,2,2
882,2443,250,Guido Rama,Sales,Female,4,3,0.75,6,159314,USD,3,80.8362797471691,1,34.0114178766194,1224,9,1,2
883,1607,258,Guilherme Campos,Support,Male,4,3,1.46,6,138627,USD,3,67.455713336248,1,37.1810378758844,1226,11,2,2
927,4367,264,Hector Gruyer,Accounting,Female,4,3,2.4,6,90520,USD,2,75.6394433496443,1,42.9248927704957,1291,1,1,2
928,2460,289,Helder Santo,Engineering,Female,4,3,1.79,6,114125,USD,2,92.1875283489088,1,50.3049853416885,1293,3,1,2
929,34,264,Helen Adamsdale,Engineering,Male,4,3,2.63,6,85579,USD,4,90.7155743530686,1,57.3040680401484,1294,3,2,2
930,4260,289,Helen Alexander,Research and Development,Male,4,3,1.1,6,84812,USD,3,81.376652269706,1,36.631128474356,1295,8,2,2
931,21944,258,Helen Taylor,Services,Male,4,3,1.27,6,115392,USD,3,73.7648314236205,1,37.7822742170784,1296,10,2,2
932,372,284,Henrike Feckenstedt,Training,Female,4,3,3.95,6,78576,USD,3,66.7369889081935,1,64.586608687057,1298,12,1,2
933,84559,264,Henry Carroll,Research and Development,Male,4,3,3.49,6,89880,USD,4,78.5438957055235,1,32.1240325436586,1299,8,2,2
934,810,296,Henry Page,Training,Female,4,3,1.27,6,89197,USD,4,90.1459942536012,1,47.5946695813469,1301,12,1,2
935,189842,261,Hera Huang,Accounting,Female,4,3,2.73,6,75912,USD,2,77.9777813633351,1,55.0460472735312,1302,1,1,2
936,379,250,Herbert Freitas,Training,Female,4,3,2.04,6,111115,USD,4,84.5625894361288,1,33.9055706050567,1303,12,1,2
937,225,258,Hermione Wright,Human Resources,Male,4,3,1.98,6,87045,USD,2,72.5298732579906,1,47.8114526330869,1308,4,2,2
938,4066,261,Hernan Beccar Varela,Services,Male,4,3,0.88,6,85609,USD,2,69.3994602964894,1,46.6076697184952,1309,10,2,2
939,2995,261,Hernán Beccar Varela,Product Management,Female,4,3,3.53,6,105266,USD,3,47.0769723789229,1,45.2515471645566,1310,7,1,2
940,5440,261,Hillary Benjamin,Product Management,Female,4,3,3.53,6,116276,USD,3,74.1300221816111,1,52.1888621373626,1315,7,1,2
941,5976,253,Hosanna Marshall,Training,Female,4,3,2.61,6,88190,USD,3,57.2590096199581,1,36.8333326815162,1323,12,1,2
942,512,247,Hugo Ferradas,Human Resources,Male,4,3,0.73,6,97366,USD,4,75.9270241677781,1,65.4819175850698,1328,4,2,2
943,1782,253,Hugo Nakahara,Accounting,Male,4,3,0.08,6,102193,USD,3,70.9435932044237,1,59.7573138253883,1329,1,2,2
944,106,280,Hugo Olivares,Training,Male,4,3,3.65,6,89812,USD,4,46.5162107521033,1,37.734849473709,1330,12,2,2
945,111,283,Hugo Sousa,Training,Female,4,3,1.0,6,71502,USD,2,62.6507349536771,1,49.5209247809742,1331,12,1,2
946,1087,247,Humberto Zamorano,Accounting,Male,4,3,0.33,6,69486,USD,3,56.8584565414085,1,51.9889488598347,1332,1,2,2
947,5874,289,Hunter Noxon,Training,Female,4,3,4.2,6,82432,USD,2,71.1496167740011,1,42.0026795459835,1333,12,1,2
948,4039,261,Huy Dang,Services,Male,4,3,0.89,6,90362,USD,3,69.3893015804814,1,30.9558317175798,1336,10,2,2
949,3756,253,Iain Preston,Training,Female,4,3,2.36,6,104051,USD,3,85.8614678325966,1,47.2300845173546,1339,12,1,2
950,1449,252,Iain Robson,Accounting,Female,4,3,2.13,6,73213,USD,4,51.3211835916907,1,49.3869476700187,1340,1,1,2
951,3960,261,Ian Cresswell,Engineering,Male,4,3,2.0,6,82366,USD,4,44.0388561341263,1,30.3019272724946,1341,3,2,2
952,1571,247,Ian Gambier,Engineering,Female,4,3,5.63,6,92308,USD,3,85.2608319241753,1,20.0558648310084,1342,3,1,2
953,8451,248,Ian Hinton,Services,Male,4,3,2.67,6,75965,USD,4,88.3959425173561,1,47.136719841913,1343,10,2,2
954,217467,253,Ian Ogden,Services,Female,4,3,1.49,6,104545,USD,3,90.9039159131844,1,34.8716670443728,1344,10,1,2
955,45231,248,Ian Penney,Human Resources,Female,4,3,2.08,6,73970,USD,3,58.3396592966502,1,39.0217531179771,1345,4,1,2
956,1639,252,Ian Reichenthal,Legal,Female,4,3,0.6,6,83989,USD,3,40.8469081887551,1,35.8648924379743,1346,5,1,2
957,267,248,Ignacio Fretes,Research and Development,Female,4,3,3.11,6,94728,USD,3,72.5872326478549,1,31.7124998855998,1348,8,1,2
958,176396,252,Ignacio Frigeni,Marketing,Male,4,3,5.43,6,97146,USD,4,88.7251559964278,1,53.6007672674267,1349,6,2,2
959,1287,252,Ignacio Isasi,Marketing,Male,4,3,1.4,6,99656,USD,3,60.4300891323596,1,46.0489429629469,1350,6,2,2
960,3367,261,Ignacio Tischelman,Support,Male,4,3,2.36,6,97577,USD,2,75.8888795542669,1,37.1573216235559,1351,11,2,2
961,1195,261,Igor Pancaldi,Engineering,Female,4,3,1.52,6,65094,USD,3,74.9785232332067,0,49.1759089266661,1352,3,1,2
962,79744,289,Ilan Orengel,Engineering,Male,4,3,2.31,6,78466,USD,3,50.998041458272,0,57.2916464792803,1353,3,2,2
963,37088,261,Ilia Uvarov,Sales,Female,4,3,3.91,6,78539,USD,4,54.0786656631814,0,48.554051018071,1354,9,1,2
964,557,261,Ilya Torgovnikov,Sales,Male,4,3,3.1,6,95119,USD,3,62.1964983499452,0,31.0554330908589,1355,9,2,2
965,20,261,Imran Sheikh,Support,Female,4,3,2.04,6,96852,USD,2,65.3795312842003,0,31.8213845448325,1356,11,1,2
966,5726,248,Ina Choi,Legal,Male,4,3,3.18,6,90079,USD,3,66.7265931194076,0,60.706272623729,1357,5,2,2
967,115474,261,Infer Liu,Services,Male,4,3,3.05,6,70989,USD,3,75.1149889449683,0,55.3123819118978,1359,10,2,2
968,164095,261,Insa Tews,Human Resources,Female,4,3,4.7,6,92683,USD,3,74.7150475183159,0,34.8252827863145,1362,4,1,2
969,1124,258,Ira Oksman,Human Resources,Male,4,3,0.73,6,72689,USD,3,71.705353258862,0,40.9790195930505,1363,4,2,2
970,1912,248,Irina Vlasceanu,Sales,Female,4,3,3.13,6,71050,USD,3,87.7436795795948,0,41.007847772982,1364,9,1,2
971,1046,248,Irma Perez,Training,Female,4,3,2.08,6,92109,USD,4,67.1663380907295,0,46.0808788526282,1365,12,1,2
972,8435,248,Isaac Silverglate,Marketing,Male,4,3,2.0,6,92649,USD,2,88.6664312938846,0,48.7154902361014,1366,6,2,2
973,1191,286,Isabel Kantor,Marketing,Male,5,3,5.76,6,130571,USD,1,76.7676806207707,0,58.4657033855429,1367,6,2,2
974,877,288,Isabel Serval,Marketing,Male,5,3,1.77,6,106779,USD,4,65.9847465706077,0,42.6715383390537,1368,6,2,2
975,146073,250,Isha Suhag,Training,Female,5,3,0.96,6,122425,USD,3,57.1619568328738,0,46.0681565906996,1369,12,1,2
976,160,258,Isidora Garcia,Marketing,Female,5,3,1.04,6,86434,USD,3,66.4721237964669,0,40.1835063822576,1370,6,1,2
977,149815,264,Isobel Oliphant,Sales,Male,5,3,1.42,6,108132,USD,3,63.3042413490755,0,32.8292617559238,1372,9,2,2
978,37,288,Italo Bertolacci,Product Management,Female,6,3,1.91,6,171050,USD,4,68.7050942087712,0,45.5966768451767,1375,7,1,2
979,1247,289,Itay Niv,Research and Development,Male,6,3,0.47,6,109257,USD,2,78.6195178475698,0,29.0648204443457,1376,8,2,2
980,1544,258,Ivan Almeida,Product Management,Male,6,3,1.44,6,124458,USD,5,42.5810734270137,0,65.951766654589,1377,7,2,2
981,29631,250,Ivan Cordoba,Legal,Female,6,3,1.88,6,115415,USD,2,82.897404835635,0,48.5468494597939,1378,5,1,2
982,1,177,Ivan Huayraña,Product Management,Male,6,3,1.94,6,97818,USD,3,93.6295682466431,0,48.4319212727974,1379,7,2,2
983,1634,285,Ivan Roumec,Human Resources,Female,6,3,3.84,6,121727,USD,3,54.4665447748302,0,43.5179276506605,1380,4,1,2
984,422,285,Ivana Carvalho,Support,Female,6,3,1.46,6,100624,USD,3,68.82806887895,0,47.1116105769094,1381,11,1,2
985,328,288,Jack Irwin,Marketing,Male,6,3,1.92,6,114675,USD,3,60.7709996378058,0,45.2006235855108,1384,6,2,2
986,1231,250,Jack Kim,Support,Male,6,3,2.05,6,120880,USD,2,59.6413729031919,0,38.5062359848298,1385,11,2,2
987,408,285,Jack Maschka,Research and Development,Male,6,3,4.88,6,121652,USD,3,75.8682574771834,0,38.4859227325934,1386,8,2,2
988,182162,280,Jack McPartland,Product Management,Male,6,3,1.53,6,102552,USD,4,45.9744143410309,0,68.5053810698269,1387,7,2,2
989,8632,285,Jack Padgham,Research and Development,Male,6,3,5.07,6,128641,USD,2,64.8826233636336,0,61.2132907800889,1388,8,2,2
990,1985,280,Jack Roach,Human Resources,Female,6,3,1.96,6,92421,USD,3,77.218383488142,0,37.102849095285,1389,4,1,2
991,67335,258,Jack Wild,Product Management,Female,6,3,3.28,6,82980,USD,3,85.3804863524351,0,66.0382470465066,1390,7,1,2
992,21442,267,Jack Wright,Human Resources,Female,6,3,0.11,6,77424,USD,3,72.8097888279075,0,29.2323818486081,1391,4,1,2
993,2699,261,Jackson Harper,Training,Female,6,3,2.9,6,109536,USD,2,56.2102426583387,0,49.8850156263763,1394,12,1,2
994,30888,73,Jaclynn Martin,Human Resources,Female,8,0,1.55,5,226881,AUD,3,94.5852700949582,0,43.549973244779,1395,4,1,4
995,4637,84,Jacob Coutino,Business Development,Male,8,0,1.18,5,172362,AUD,4,90.7575284278196,0,50.3058876738276,1396,2,2,4
996,169608,145,Jai Tedeschi,Training,Female,8,0,0.05,5,133722,AUD,4,33.5615677918593,0,40.2044293341789,1400,12,1,4
997,2787,299,Jake Lemkowitz,Marketing,Male,8,0,0.3,5,104134,AUD,4,76.8266324845877,0,49.3051612167212,1401,6,2,4
998,104820,302,James Barber,Accounting,Male,8,0,1.35,5,94799,AUD,3,67.0500639182637,0,41.9688230500304,1404,1,2,4
999,175024,330,James Bradley,Research and Development,Female,8,0,0.05,5,101999,AUD,3,70.0454556543286,0,41.5307930699224,1405,8,1,4
1000,1402,330,James Cablis,Legal,Female,8,0,1.37,5,93111,AUD,3,77.5366807431565,0,45.552243200122,1406,5,1,4
1001,1222,73,James Clunie,Services,Male,8,0,2.75,5,68815,AUD,3,87.6265682479597,0,32.9535770989859,1407,10,2,4
1002,4237,145,James Cuddy,Training,Female,8,0,1.6,5,84051,AUD,3,9.15601313692205,0,50.2852581737147,1408,12,1,4
1003,590,170,James Dick,Business Development,Female,8,0,0.14,5,71644,AUD,2,90.5527764975694,0,51.2600292425519,1409,2,1,4
1004,41213,16,James Fernandes,Research and Development,Male,8,0,0.45,5,72895,AUD,2,63.8273863561773,0,65.6809362658842,1410,8,2,4
1005,240,16,James Filmer,Training,Male,8,0,1.46,5,90734,AUD,4,70.0914098105742,0,59.9244349775169,1411,12,2,4
1006,5034,302,James Gibson,Support,Female,8,0,1.46,5,72395,AUD,4,58.7478387442733,0,64.1145218607255,1412,11,1,4
1007,182894,73,James Greening,Human Resources,Male,8,0,0.23,5,61668,AUD,2,50.5118815526482,0,39.425487144706,1413,4,2,4
1008,1696,16,James Hart,Legal,Female,8,0,1.3,5,65925,AUD,4,73.390843160863,0,38.10270740147,1414,5,1,4
1009,4455,330,James Mullally,Human Resources,Male,8,0,1.54,5,61910,AUD,3,46.9427829196036,0,74.4698417158242,1415,4,2,4
1010,37616,207,James Rogala,Product Management,Male,8,0,1.22,5,49184,AUD,2,62.5211597435544,0,43.503617742866,1416,7,2,4
1011,71303,330,James Schumacher,Business Development,Male,8,0,1.39,5,57726,AUD,4,49.9113770687403,0,44.3939228163297,1417,2,2,4
1012,2574,330,James Tinsley,Product Management,Male,8,0,1.39,5,37240,AUD,3,70.6203104043022,0,38.0489045346827,1418,7,2,4
1013,1070,207,Jamie Cohen,Human Resources,Female,8,0,0.79,5,51852,AUD,3,63.6662178616104,0,58.8333970446543,1420,4,1,4
1014,1135,16,Jamie Davies,Legal,Female,7,1,6.45,5,190459,BRL,4,88.3214795809452,0,30.264669952368,1421,5,1,1
1015,8244,6,Jamie Kirby,Research and Development,Female,7,1,1.14,5,133766,BRL,3,66.7025872540969,0,36.7544115285838,1422,8,1,1
