300,Myrvyn Ahmad,Training,Male,Design,Responsive Design,skill,Responsive Design,4,True,1916,12,2,11,1,1,1,LIGHT SUPERVISION
341,Gwendolen Cattrall,Product Management,Female,Design,Illustration,skill,Illustration,2,True,1243,7,1,11,229,166,1,HEAVY SUPERVISION
390,Augy Gossington,Marketing,Male,Concepting,Marketing Concepting,skill,Marketing Concepting,2,True,309,6,2,10,240,174,1,HEAVY SUPERVISION
591,Salem Borges,Services,Male,Production,Accelerator / Venture Studio Production,skill,Accelerator / Venture Studio Production,0,False,2010,10,2,8,34,22,1,WANTS TO LEARN
345,Verene Hendriks,Training,Female,Production,Content Production,skill,Lightweight Content Production,3,False,2108,12,1,8,288,153,1,LIGHT SUPERVISION
497,Lorain Feldhorn,Sales,Female,Technology,Full-stack,skill,Full-stack,4,True,1831,9,1,12,115,83,1,LIGHT SUPERVISION
178,Devy Zaniolini,Business Development,Male,Languages,Italian,skill,Italian,3,False,845,2,2,3,275,197,1,LIGHT SUPERVISION
245,Brady Brunicke,Human Resources,Male,Business Skills,Conducting Interviews,skill,Conducting Interviews,3,True,417,4,2,1,206,150,1,LIGHT SUPERVISION
861,Amerigo Geffe,Product Management,Male,Consulting & Strategy,Social Strategy,skill,Social Playbook,2,False,172,7,2,9,291,98,1,HEAVY SUPERVISION
391,Kayla Bonnin,Support,Female,Technology,Front-end Applications,skill,Front-end Applications,4,True,1756,11,1,12,2,2,1,LIGHT SUPERVISION
134,Rayshell Colloby,Product Management,Female,Design,Icon Design,skill,Icon Design,2,False,1981,7,1,11,106,78,1,HEAVY SUPERVISION
246,Allison Barhims,Services,Female,Business Skills,Public Speaking,skill,Public Speaking,3,True,142,10,1,1,74,53,1,LIGHT SUPERVISION
32,Curr Goulborne,Training,Male,Quality Assurance,Email Template Testing,skill,Email Template Testing,2,True,723,12,2,6,265,192,1,HEAVY SUPERVISION
247,Dell Watson,Accounting,Female,Production,Campaign,skill,Print Campaign Production,2,True,831,1,1,8,223,159,1,HEAVY SUPERVISION
135,Marne Logan,Human Resources,Female,Experience,Subject Matter Expert,skill,Social Platforms,2,True,1870,4,1,7,248,85,1,HEAVY SUPERVISION
753,Jordan Merrifield,Sales,Male,Business Skills,Cross Office Collaboration,skill,Cross Office Collaboration,3,False,1618,9,2,1,243,177,1,LIGHT SUPERVISION
754,Bird McGeorge,Training,Female,Technology,Machine Learning,skill,Machine Learning,2,True,396,12,1,12,35,23,1,HEAVY SUPERVISION
803,Alejandra Fish,Marketing,Female,Consulting & Strategy,Content Strategy,skill,Content Strategy,1,False,82,6,1,9,193,142,1,HEAVY SUPERVISION
755,Norine Goly,Services,Female,Consulting & Strategy,Business Strategy,skill,eCommerce Strategy,2,False,1943,10,1,9,100,27,1,HEAVY SUPERVISION
869,Katheryn Tripean,Human Resources,Female,Copywriting,Social Copy,skill,Social Copy,3,True,1735,4,1,4,285,203,1,LIGHT SUPERVISION
725,Michail Jubb,Sales,Male,Analysis & Data,Digital Media Analytics & Optimization,skill,Paid Search Analytics & Optimization,4,True,1889,9,2,2,200,74,1,LIGHT SUPERVISION
871,Silvio Danielovitch,Legal,Male,Technology,Machine Learning,skill,Machine Learning,1,True,2036,5,2,12,35,23,1,HEAVY SUPERVISION
563,Zorine Alentyev,Legal,Female,Business Skills,Conducting Interviews,skill,Conducting Interviews,3,True,2159,5,1,1,206,150,1,LIGHT SUPERVISION
185,Alonso Domsalla,Engineering,Male,Concepting,Integrated Concepting,skill,Integrated Concepting,3,True,146,3,2,10,50,34,1,LIGHT SUPERVISION
564,Alyosha Tripe,Services,Male,Business Skills,Public Speaking,skill,Public Speaking,4,True,151,10,2,1,74,53,1,LIGHT SUPERVISION
186,Jackquelin Kilgallon,Support,Female,Copywriting,Scriptwriting,skill,Scriptwriting,3,True,1393,11,1,4,245,179,1,LIGHT SUPERVISION
808,Ladonna Bodimeade,Marketing,Female,Experience,Subject Matter Expert,skill,XD - AI / Machine Learning,2,False,1805,6,1,7,128,85,1,HEAVY SUPERVISION
567,Boony Phripp,Engineering,Male,Production,Account Operations,skill,Account Operations,2,True,411,3,2,8,123,88,1,HEAVY SUPERVISION
811,Bentley Orfeur,Human Resources,Male,Quality Assurance,Connected Space/Experiential Testing,skill,Connected Space/Experiential Testing,3,False,366,4,2,6,101,75,1,LIGHT SUPERVISION
256,Joy Mapples,Support,Female,Business Skills,Client Relations,skill,Client Relations,3,True,1647,11,1,1,90,70,1,LIGHT SUPERVISION
400,Tobit Waterhowse,Marketing,Male,Production,Campaign,skill,SEM Campaign Production,3,True,2078,6,2,8,103,159,1,LIGHT SUPERVISION
875,Renate Crackel,Services,Female,Experience,Make,skill,Campaign Systems,2,False,1984,10,1,7,173,143,1,HEAVY SUPERVISION
513,Fulvia Spridgeon,Product Management,Female,Production,Business Consulting,skill,Management Consulting Production,0,False,1131,7,1,8,148,15,1,WANTS TO LEARN
188,Sybil Sneden,Support,Female,Design,Character Design,skill,Character Design,3,False,2053,11,1,11,228,165,1,LIGHT SUPERVISION
261,Hastie Pointin,Sales,Male,Business Skills,Conducting Interviews,skill,Conducting Interviews,2,False,1282,9,2,1,206,150,1,HEAVY SUPERVISION
404,Franz Munby,Sales,Male,Consulting & Strategy,Brand Strategy,skill,Identity Systems,4,True,1123,9,2,9,13,58,1,LIGHT SUPERVISION
405,Farley Pourveer,Product Management,Male,Design,Motion Graphics,skill,Motion Graphics,1,False,1052,7,2,11,161,116,1,HEAVY SUPERVISION
819,Morgen Easdon,Business Development,Female,Consulting & Strategy,Personalization Strategy,skill,Personalization Strategy,2,False,1904,2,1,9,118,86,1,HEAVY SUPERVISION
612,Jeremiah McRoberts,Human Resources,Male,Business Skills,Public Speaking,skill,Public Speaking,4,True,1505,4,2,1,74,53,1,LIGHT SUPERVISION
612,Jeremiah McRoberts,Human Resources,Male,Experience,Think,skill,Service Design,4,True,1505,4,2,7,22,66,1,LIGHT SUPERVISION
823,Norbie Burgiss,Accounting,Male,Consulting & Strategy,Business Strategy,skill,Strategic Intent,4,False,1941,1,2,9,29,27,1,LIGHT SUPERVISION
194,Hal Chatt,Research and Development,Male,Business Skills,Conducting Interviews,skill,Conducting Interviews,3,False,1249,8,2,1,206,150,1,LIGHT SUPERVISION
406,Berti Inge,Research and Development,Female,Production,Brand Development Production,skill,Brand Development Production,0,False,377,8,1,8,15,10,1,WANTS TO LEARN
48,Torrance Daal,Product Management,Male,Quality Assurance,3D/VR/AR Testing,skill,3D/VR/AR Testing,2,False,2083,7,2,6,131,94,1,HEAVY SUPERVISION
767,Jamesy Style,Business Development,Male,Copywriting,Case Study Writing,skill,Case Study Writing,3,False,1419,2,2,4,168,123,1,LIGHT SUPERVISION
410,Debora Sidnall,Support,Female,Production,Research Production,skill,Research Production,4,True,827,11,1,8,188,138,1,LIGHT SUPERVISION
410,Debora Sidnall,Support,Female,Production,Prototype Production,skill,Prototype Production,4,True,827,11,1,8,266,193,1,LIGHT SUPERVISION
410,Debora Sidnall,Support,Female,Production,Product Development,skill,Software Product / Service Management,4,True,827,11,1,8,255,173,1,LIGHT SUPERVISION
410,Debora Sidnall,Support,Female,Production,Campaign,skill,Global / Multi-market Campaign Production,4,False,827,11,1,8,238,159,1,LIGHT SUPERVISION
410,Debora Sidnall,Support,Female,Production,Campaign,skill,Social Media Campaign Production,4,False,827,11,1,8,147,159,1,LIGHT SUPERVISION
410,Debora Sidnall,Support,Female,Production,Business Strategy Production,skill,Business Strategy Production,3,True,827,11,1,8,242,176,1,LIGHT SUPERVISION
410,Debora Sidnall,Support,Female,Production,Accelerator / Venture Studio Production,skill,Accelerator / Venture Studio Production,0,False,827,11,1,8,34,22,1,WANTS TO LEARN
410,Debora Sidnall,Support,Female,Production,Account Operations,skill,Account Operations,4,True,827,11,1,8,123,88,1,LIGHT SUPERVISION
410,Debora Sidnall,Support,Female,Business Skills,Public Speaking,skill,Public Speaking,1,True,827,11,1,1,74,53,1,HEAVY SUPERVISION
410,Debora Sidnall,Support,Female,Production,Pitch Production,skill,Pitch Production,3,True,827,11,1,8,271,195,1,LIGHT SUPERVISION
410,Debora Sidnall,Support,Female,Production,Product Development,skill,Hardware Product Management,2,False,827,11,1,8,111,173,1,HEAVY SUPERVISION
410,Debora Sidnall,Support,Female,Production,Business Consulting,skill,Management Consulting Production,2,False,827,11,1,8,148,15,1,HEAVY SUPERVISION
410,Debora Sidnall,Support,Female,Production,Business Consulting,skill,Technology Consulting Production,3,True,827,11,1,8,203,15,1,LIGHT SUPERVISION
410,Debora Sidnall,Support,Female,Production,Business Consulting,skill,Product / Service Innovation Production,3,True,827,11,1,8,213,15,1,LIGHT SUPERVISION
410,Debora Sidnall,Support,Female,Production,Brand Development Production,skill,Brand Development Production,2,True,827,11,1,8,15,10,1,HEAVY SUPERVISION
410,Debora Sidnall,Support,Female,Production,AR / VR / MR Production,skill,AR / VR / MR Production,2,False,827,11,1,8,132,95,1,HEAVY SUPERVISION
410,Debora Sidnall,Support,Female,Business Skills,Client Presentations,skill,Client Presentations,3,True,827,11,1,1,261,189,1,LIGHT SUPERVISION
410,Debora Sidnall,Support,Female,Business Skills,Conducting Interviews,skill,Conducting Interviews,3,True,827,11,1,1,206,150,1,LIGHT SUPERVISION
410,Debora Sidnall,Support,Female,Business Skills,Cross Office Collaboration,skill,Cross Office Collaboration,3,True,827,11,1,1,243,177,1,LIGHT SUPERVISION
410,Debora Sidnall,Support,Female,Business Skills,Client Relations,skill,Client Relations,3,True,827,11,1,1,90,70,1,LIGHT SUPERVISION
410,Debora Sidnall,Support,Female,Languages,English,skill,English,3,True,827,11,1,3,3,3,1,LIGHT SUPERVISION
50,Aldo Fildery,Marketing,Male,Production,Content Production,skill,CG / Motion Production,4,True,78,6,2,8,290,153,1,LIGHT SUPERVISION
50,Aldo Fildery,Marketing,Male,Production,Content Production,skill,Heavyweight Video Production,4,True,78,6,2,8,276,153,1,LIGHT SUPERVISION
50,Aldo Fildery,Marketing,Male,Production,Content Production,skill,Midweight Production,4,True,78,6,2,8,65,153,1,LIGHT SUPERVISION
50,Aldo Fildery,Marketing,Male,Production,Content Production,skill,Lightweight Content Production,4,True,78,6,2,8,288,153,1,LIGHT SUPERVISION
50,Aldo Fildery,Marketing,Male,Design,Illustration,skill,Illustration,1,True,78,6,2,11,229,166,1,HEAVY SUPERVISION
50,Aldo Fildery,Marketing,Male,Design,Motion Graphics,skill,Motion Graphics,4,True,78,6,2,11,161,116,1,LIGHT SUPERVISION
50,Aldo Fildery,Marketing,Male,Design,Sketching,skill,Sketching,1,True,78,6,2,11,217,158,1,HEAVY SUPERVISION
50,Aldo Fildery,Marketing,Male,Design,Typography,skill,Typography,3,True,78,6,2,11,190,140,1,LIGHT SUPERVISION
50,Aldo Fildery,Marketing,Male,Design,Visual Effects,skill,Visual Effects,4,True,78,6,2,11,146,105,1,LIGHT SUPERVISION
50,Aldo Fildery,Marketing,Male,Design,Character Design,skill,Character Design,1,True,78,6,2,11,228,165,1,HEAVY SUPERVISION
50,Aldo Fildery,Marketing,Male,Languages,English,skill,English,3,True,78,6,2,3,3,3,1,LIGHT SUPERVISION
50,Aldo Fildery,Marketing,Male,Languages,Portuguese,skill,Portuguese,3,True,78,6,2,3,89,69,1,LIGHT SUPERVISION
50,Aldo Fildery,Marketing,Male,Technology,3D Modeling,skill,3D Modeling,3,True,78,6,2,12,57,39,1,LIGHT SUPERVISION
50,Aldo Fildery,Marketing,Male,Technology,3D Sculpting,skill,3D Sculpting,0,False,78,6,2,12,256,185,1,WANTS TO LEARN
50,Aldo Fildery,Marketing,Male,Technology,3D Rigging,skill,3D Rigging,1,True,78,6,2,12,185,136,1,HEAVY SUPERVISION
828,Tim Garmanson,Legal,Female,Production,Account Operations,skill,Account Operations,3,True,2075,5,1,8,123,88,1,LIGHT SUPERVISION
828,Tim Garmanson,Legal,Female,Business Skills,Public Speaking,skill,Public Speaking,3,True,2075,5,1,1,74,53,1,LIGHT SUPERVISION
828,Tim Garmanson,Legal,Female,Languages,English,skill,English,4,True,2075,5,1,3,3,3,1,LIGHT SUPERVISION
51,Giorgia Alden,Business Development,Female,Consulting & Strategy,Brand Strategy,skill,Brand Playbook,2,False,1186,2,1,9,85,58,1,HEAVY SUPERVISION
767,Jamesy Style,Business Development,Male,Copywriting,Campaign Copy,skill,Campaign Copy,2,False,1419,2,2,4,6,5,1,HEAVY SUPERVISION
767,Jamesy Style,Business Development,Male,Copywriting,Brand Guideline Copy,skill,Brand Guideline Copy,3,False,1419,2,2,4,41,26,1,LIGHT SUPERVISION
269,Osborne Micah,Accounting,Male,Languages,Mandarin,skill,Mandarin,3,True,1950,1,2,3,153,109,1,LIGHT SUPERVISION
269,Osborne Micah,Accounting,Male,Languages,English,skill,English,4,True,1950,1,2,3,3,3,1,LIGHT SUPERVISION
269,Osborne Micah,Accounting,Male,Consulting & Strategy,C-Suite Engagement,skill,C-Suite Engagement,3,False,1950,1,2,9,66,46,1,LIGHT SUPERVISION
269,Osborne Micah,Accounting,Male,Business Skills,Client Presentations,skill,Client Presentations,4,False,1950,1,2,1,261,189,1,LIGHT SUPERVISION
269,Osborne Micah,Accounting,Male,Business Skills,Client Relations,skill,Client Relations,4,False,1950,1,2,1,90,70,1,LIGHT SUPERVISION
269,Osborne Micah,Accounting,Male,Business Skills,Conducting Interviews,skill,Conducting Interviews,4,True,1950,1,2,1,206,150,1,LIGHT SUPERVISION
269,Osborne Micah,Accounting,Male,Business Skills,Cross Office Collaboration,skill,Cross Office Collaboration,4,False,1950,1,2,1,243,177,1,LIGHT SUPERVISION
269,Osborne Micah,Accounting,Male,Business Skills,Pitching,skill,Pitching,4,False,1950,1,2,1,69,50,1,LIGHT SUPERVISION
269,Osborne Micah,Accounting,Male,Business Skills,Selling Work,skill,Selling Work,4,False,1950,1,2,1,150,107,1,LIGHT SUPERVISION
269,Osborne Micah,Accounting,Male,Business Skills,Public Speaking,skill,Public Speaking,3,False,1950,1,2,1,74,53,1,LIGHT SUPERVISION
269,Osborne Micah,Accounting,Male,Business Skills,Public Relations,skill,Public Relations,3,False,1950,1,2,1,234,171,1,LIGHT SUPERVISION
269,Osborne Micah,Accounting,Male,Concepting,Brand Strategy Concepting,skill,Brand Strategy Concepting,4,False,1950,1,2,10,87,67,1,LIGHT SUPERVISION
269,Osborne Micah,Accounting,Male,Concepting,Digital Activation Concepting,skill,Digital Activation Concepting,4,False,1950,1,2,10,211,152,1,LIGHT SUPERVISION
269,Osborne Micah,Accounting,Male,Concepting,Marketing Concepting,skill,Marketing Concepting,4,False,1950,1,2,10,240,174,1,LIGHT SUPERVISION
269,Osborne Micah,Accounting,Male,Consulting & Strategy,Brand Strategy,skill,Brand Architecture,3,True,1950,1,2,9,52,58,1,LIGHT SUPERVISION
269,Osborne Micah,Accounting,Male,Consulting & Strategy,Brand Strategy,skill,Brand Playbook,3,True,1950,1,2,9,85,58,1,LIGHT SUPERVISION
768,Suzanna Biddles,Product Management,Female,Consulting & Strategy,Vision Setting,skill,Vision Setting,4,False,2052,7,1,9,110,80,1,LIGHT SUPERVISION
768,Suzanna Biddles,Product Management,Female,Consulting & Strategy,Go to Market Strategy,skill,Go to Market Strategy,4,False,2052,7,1,9,70,51,1,LIGHT SUPERVISION
768,Suzanna Biddles,Product Management,Female,Consulting & Strategy,Connections Strategy,skill,Connections Strategy,3,False,2052,7,1,9,233,170,1,LIGHT SUPERVISION
768,Suzanna Biddles,Product Management,Female,Consulting & Strategy,Content Strategy,skill,Content Strategy,3,False,2052,7,1,9,193,142,1,LIGHT SUPERVISION
768,Suzanna Biddles,Product Management,Female,Consulting & Strategy,C-Suite Engagement,skill,C-Suite Engagement,4,False,2052,7,1,9,66,46,1,LIGHT SUPERVISION
768,Suzanna Biddles,Product Management,Female,Consulting & Strategy,Business Case-Making,skill,Business Case-Making,4,False,2052,7,1,9,137,97,1,LIGHT SUPERVISION
768,Suzanna Biddles,Product Management,Female,Consulting & Strategy,Brand Strategy,skill,Brand Strategy,3,False,2052,7,1,9,79,58,1,LIGHT SUPERVISION
768,Suzanna Biddles,Product Management,Female,Consulting & Strategy,Brand Strategy,skill,Brand Playbook,3,False,2052,7,1,9,85,58,1,LIGHT SUPERVISION
768,Suzanna Biddles,Product Management,Female,Consulting & Strategy,Brand Strategy,skill,Brand Architecture,3,False,2052,7,1,9,52,58,1,LIGHT SUPERVISION
768,Suzanna Biddles,Product Management,Female,Concepting,Digital Activation Concepting,skill,Digital Activation Concepting,4,False,2052,7,1,10,211,152,1,LIGHT SUPERVISION
768,Suzanna Biddles,Product Management,Female,Concepting,Integrated Concepting,skill,Integrated Concepting,4,False,2052,7,1,10,50,34,1,LIGHT SUPERVISION
768,Suzanna Biddles,Product Management,Female,Concepting,Marketing Concepting,skill,Marketing Concepting,4,False,2052,7,1,10,240,174,1,LIGHT SUPERVISION
768,Suzanna Biddles,Product Management,Female,Concepting,Online Content Concepting - Long Form,skill,Online Content Concepting - Long Form,4,False,2052,7,1,10,241,175,1,LIGHT SUPERVISION
768,Suzanna Biddles,Product Management,Female,Concepting,Online Content Concepting - Series,skill,Online Content Concepting - Series,4,False,2052,7,1,10,295,208,1,LIGHT SUPERVISION
768,Suzanna Biddles,Product Management,Female,Concepting,Online Content Concepting - Short Form,skill,Online Content Concepting - Short Form,4,False,2052,7,1,10,279,198,1,LIGHT SUPERVISION
768,Suzanna Biddles,Product Management,Female,Concepting,Product / Service Concepting,skill,Product / Service Concepting,4,False,2052,7,1,10,30,19,1,LIGHT SUPERVISION
768,Suzanna Biddles,Product Management,Female,Concepting,Print Concepting,skill,Print Concepting,4,False,2052,7,1,10,61,42,1,LIGHT SUPERVISION
768,Suzanna Biddles,Product Management,Female,Concepting,Radio Concepting,skill,Radio Concepting,4,False,2052,7,1,10,251,181,1,LIGHT SUPERVISION
768,Suzanna Biddles,Product Management,Female,Concepting,Social Campaign Concepting,skill,Social Campaign Concepting,4,False,2052,7,1,10,162,117,1,LIGHT SUPERVISION
768,Suzanna Biddles,Product Management,Female,Concepting,TV Concepting,skill,TV Concepting,4,False,2052,7,1,10,180,133,1,LIGHT SUPERVISION
768,Suzanna Biddles,Product Management,Female,Business Skills,Client Presentations,skill,Client Presentations,4,False,2052,7,1,1,261,189,1,LIGHT SUPERVISION
768,Suzanna Biddles,Product Management,Female,Business Skills,Client Relations,skill,Client Relations,4,False,2052,7,1,1,90,70,1,LIGHT SUPERVISION
768,Suzanna Biddles,Product Management,Female,Business Skills,Conducting Interviews,skill,Conducting Interviews,4,False,2052,7,1,1,206,150,1,LIGHT SUPERVISION
768,Suzanna Biddles,Product Management,Female,Business Skills,Cross Office Collaboration,skill,Cross Office Collaboration,4,False,2052,7,1,1,243,177,1,LIGHT SUPERVISION
768,Suzanna Biddles,Product Management,Female,Business Skills,Pitching,skill,Pitching,4,False,2052,7,1,1,69,50,1,LIGHT SUPERVISION
768,Suzanna Biddles,Product Management,Female,Business Skills,Public Relations,skill,Public Relations,4,False,2052,7,1,1,234,171,1,LIGHT SUPERVISION
768,Suzanna Biddles,Product Management,Female,Concepting,Brand Strategy Concepting,skill,Brand Strategy Concepting,4,False,2052,7,1,10,87,67,1,LIGHT SUPERVISION
768,Suzanna Biddles,Product Management,Female,Analysis & Data,Analytics POVs,skill,Analytics POVs,3,False,2052,7,1,2,68,49,1,LIGHT SUPERVISION
769,Tine Jurczik,Training,Female,Languages,English,skill,English,3,True,2076,12,1,3,3,3,1,LIGHT SUPERVISION
521,Dewie McIvor,Services,Male,Design,Character Design,skill,Character Design,3,True,846,10,2,11,228,165,1,LIGHT SUPERVISION
521,Dewie McIvor,Services,Male,Design,Brand Design,skill,Brand Design,3,True,846,10,2,11,259,187,1,LIGHT SUPERVISION
521,Dewie McIvor,Services,Male,Design,Illustration,skill,Illustration,3,True,846,10,2,11,229,166,1,LIGHT SUPERVISION
521,Dewie McIvor,Services,Male,Design,Package Design,skill,Package Design,3,True,846,10,2,11,33,21,1,LIGHT SUPERVISION
521,Dewie McIvor,Services,Male,Design,UI,skill,UI,3,True,846,10,2,11,63,44,1,LIGHT SUPERVISION
521,Dewie McIvor,Services,Male,Design,Print Design,skill,Print Design,3,True,846,10,2,11,51,35,1,LIGHT SUPERVISION
521,Dewie McIvor,Services,Male,Design,Systematic Design,skill,Systematic Design,3,True,846,10,2,11,144,103,1,LIGHT SUPERVISION
521,Dewie McIvor,Services,Male,Languages,English,skill,English,3,True,846,10,2,3,3,3,1,LIGHT SUPERVISION
410,Debora Sidnall,Support,Female,Copywriting,Headline,skill,Headline,1,False,827,11,1,4,254,184,1,HEAVY SUPERVISION
410,Debora Sidnall,Support,Female,Production,Web & Mobile Development,skill,Mobile App Dev Production,4,True,827,11,1,8,94,9,1,LIGHT SUPERVISION
410,Debora Sidnall,Support,Female,Production,Web & Mobile Development,skill,Light Website Dev Production,4,True,827,11,1,8,37,9,1,LIGHT SUPERVISION
410,Debora Sidnall,Support,Female,Production,Web & Mobile Development,skill,Large-scale / Enterprise Website Dev Production,4,True,827,11,1,8,26,9,1,LIGHT SUPERVISION
410,Debora Sidnall,Support,Female,Production,Web & Mobile Development,skill,"Global, Multi-market and Localization Production",4,False,827,11,1,8,12,9,1,LIGHT SUPERVISION
410,Debora Sidnall,Support,Female,Production,Web & Mobile Development,skill,CMS Implementation Production,4,True,827,11,1,8,199,9,1,LIGHT SUPERVISION
51,Giorgia Alden,Business Development,Female,Consulting & Strategy,Social Strategy,skill,Social Playbook,3,True,1186,2,1,9,291,98,1,LIGHT SUPERVISION
